Customer_id,Full_Name,Customer_Email,dob,Customer_Phone,system status,Connection_type,value_segment
5JKCGF3355,Anya Agate,anyaagate@yahoo.com,4/28/1986,9482302949,Active,Prepaid,tier_3
NGWTZJBA6L,Vedika Chandran,vedikachandran@yahoo.com,7/15/1972,9112455833,Active,Prepaid,tier_3
0SG7NNSF4X,Tejas Varma,tejas.varma@hotmail.com,9/23/2001,2615595802,Active,Prepaid,tier_3
2PWD36CYIN,Mishti Jaggi,mishtijaggi@outlook.com,6/26/2001,7012706055,Active,Postpaid,tier_1
UOG3N8126X,Emir Kant,emirkant@hotmail.com,12/11/1976,533744330,Active,Prepaid,tier_3
HIJ689V14I,Manjari Walia,manjari.walia@hotmail.com,6/23/1970,8066888646,Active,Prepaid,tier_3
TL34PNHBMJ,Indranil Srinivasan,indranilsrinivasan@hotmail.com,2/8/1971,9529414087,Active,Prepaid,tier_3
WUQ9TQNUUY,Heer Talwar,heer_talwar@yahoo.com,2/26/2002,7851659806,Active,Prepaid,tier_3
IUM9BQSTDG,Riya Sundaram,riyasundaram@gmail.com,2/10/1995,7157596771,Active,Prepaid,tier_3
TW6CKHYU0D,Kartik Dixit,kartik.dixit@hotmail.com,9/1/1999,9154878577,Active,Prepaid,tier_3
SCWTGMGSVA,Mahika Babu,mahika.babu@hotmail.com,9/30/1981,6792491878,Active,Prepaid,tier_3
NPEC809HZL,Raghav Chada,raghav_chada@yahoo.com,4/6/1996,7469443810,Active,Prepaid,tier_3
F2TJTJKFR4,Nakul Dalal,nakul_dalal@hotmail.com,6/27/1987,1521123834,Active,Prepaid,tier_3
BRNQAB0WL7,Rohan Boase,rohan_boase@outlook.com,1/31/2004,8633455246,Active,Prepaid,tier_3
QORGNB0CZO,Prisha Chokshi,prisha_chokshi@hotmail.com,10/3/2002,4274946265,Active,Prepaid,tier_3
0V5T0VU6A2,Aarav Keer,aaravkeer@hotmail.com,12/21/1979,6122677444,Active,Postpaid,tier_1
VOTBDILZFU,Madhav Raj,madhav_raj@gmail.com,3/10/1991,3200036246,Active,Prepaid,tier_3
R3UCAFEO7N,Shalv Aurora,shalvaurora@gmail.com,2/27/1996,9612671632,Active,Prepaid,tier_3
HCV210D3CL,Dhruv Anne,dhruv_anne@hotmail.com,11/20/1990,5936431593,Active,Postpaid,tier_2
5ZKGM5HIK7,Madhav Shenoy,madhav.shenoy@yahoo.com,1/12/1972,5426804620,Active,Postpaid,tier_1
N47CIMKPD5,Raghav Trivedi,raghavtrivedi@gmail.com,4/8/2002,6921932320,Active,Prepaid,tier_3
AXIA5FUDN7,Seher Sethi,seher_sethi@yahoo.com,1/23/1994,1798194700,Active,Prepaid,tier_3
F8UQENH1M4,Navya Chandra,navyachandra@gmail.com,1/3/1987,6959812537,Active,Prepaid,tier_3
NL1S07K2NJ,Navya Banerjee,navyabanerjee@yahoo.com,12/10/1972,3033055779,Active,Prepaid,tier_3
OY20GP1F66,Alia Chowdhury,alia_chowdhury@yahoo.com,11/21/1993,1335299364,Active,Prepaid,tier_3
CAMVCR4J4H,Samarth Gulati,samarthgulati@gmail.com,12/29/1968,4636686318,Active,Prepaid,tier_3
E2RCNHV08D,Shamik Sagar,shamik_sagar@gmail.com,7/6/1982,4402029231,Active,Prepaid,tier_3
BOPR06U2YW,Prerak Saxena,preraksaxena@yahoo.com,7/26/2002,6919786742,Active,Postpaid,tier_2
WNXSJ8WGG8,Tejas Goyal,tejasgoyal@yahoo.com,10/20/1974,308955676,Active,Prepaid,tier_3
HADEDX2DAZ,Drishya Salvi,drishya.salvi@gmail.com,2/1/1999,5529006175,Active,Prepaid,tier_3
YE3VPVKI6T,Rasha Golla,rasha.golla@gmail.com,8/22/1997,1308330958,Active,Prepaid,tier_3
SMVXI9QX8H,Vanya Bhakta,vanyabhakta@yahoo.com,5/31/1966,3997730724,Active,Prepaid,tier_3
BABOKTBKF1,Mohanlal Ahluwalia,mohanlal.ahluwalia@gmail.com,7/16/1990,8232881893,Active,Prepaid,tier_3
AWE37OBW73,Indrajit Shan,indrajitshan@hotmail.com,7/29/1975,5214317063,Active,Prepaid,tier_3
SMY91MBBFD,Umang Grover,umang_grover@yahoo.com,7/30/1993,907487623,Active,Prepaid,tier_3
4OHK8VL31F,Adira Bala,adirabala@yahoo.com,3/23/1987,5941189163,Active,Prepaid,tier_3
U1REUT2HBJ,Neelofar Mahajan,neelofar_mahajan@hotmail.com,6/2/2003,1176804482,Active,Prepaid,tier_3
V4K7AWCQJB,Yasmin Joshi,yasmin_joshi@outlook.com,7/27/2004,100526854,Active,Prepaid,tier_3
SKFFAD2TG0,Ritvik Venkataraman,ritvik_venkataraman@yahoo.com,1/18/1978,6400185477,Active,Prepaid,tier_3
4JHV0RV581,Adah Sarraf,adah_sarraf@gmail.com,9/12/1988,481092457,Active,Prepaid,tier_3
R87V2BKQPX,Shalv Bhardwaj,shalvbhardwaj@hotmail.com,9/29/1966,4030243924,Active,Postpaid,tier_1
31I7MOSWJU,Manikya Sagar,manikyasagar@outlook.com,12/2/1991,1578655,Active,Prepaid,tier_3
Z4YCX0RKNB,Heer Ghose,heerghose@hotmail.com,12/17/1997,2235002395,Active,Prepaid,tier_3
TSMTPQUYMC,Jayesh Khurana,jayeshkhurana@yahoo.com,10/5/1972,1848374865,Active,Prepaid,tier_3
ZSX2DC9QXQ,Riaan Das,riaandas@gmail.com,1/22/1976,4412160495,Active,Prepaid,tier_3
AWGZ5BZIOG,Dhanuk Baral,dhanuk.baral@yahoo.com,8/3/1999,6090315840,Active,Prepaid,tier_3
QXHNGF19ZW,Mehul Biswas,mehul.biswas@hotmail.com,12/20/1967,167217586,Active,Prepaid,tier_3
R89VF4TCKT,Alia Raman,alia_raman@gmail.com,10/15/1980,9720853392,Active,Prepaid,tier_3
PMT95VMMWQ,Parinaaz Sagar,parinaaz.sagar@gmail.com,4/2/1988,863887791,Active,Postpaid,tier_2
BXEK9Z59C0,Divij Sama,divij.sama@hotmail.com,11/10/1991,8273257191,Active,Prepaid,tier_3
2PEEODDR4W,Fateh Ahuja,fateh.ahuja@yahoo.com,4/20/1991,5469315276,Active,Prepaid,tier_3
ELGWPKREDA,Nirvaan Dâ€™Alia,nirvaan_dâ€™alia@gmail.com,11/6/1984,89081188,Active,Prepaid,tier_3
9R9B9FCHSI,Ivana Roy,ivana_roy@hotmail.com,1/30/2001,6364306327,Suspended,Prepaid,tier_3
DXDQH4HDSL,Tiya Batra,tiya_batra@outlook.com,1/18/1978,8010158908,Active,Prepaid,tier_3
F8LNNH9OYW,Renee Barman,renee_barman@hotmail.com,2/15/2002,7003360511,Active,Prepaid,tier_3
MYL46YQU4J,Shamik Khosla,shamik_khosla@outlook.com,9/12/1977,3324310484,Active,Prepaid,tier_3
OBB8UZBQIB,Rohan Grover,rohan_grover@hotmail.com,10/5/1986,258826424,Active,Prepaid,tier_3
HWFOB4YTSO,Shamik Rajagopalan,shamik_rajagopalan@gmail.com,7/29/1992,4361849620,Active,Prepaid,tier_3
TS4BRGN1WM,Pranay Raval,pranayraval@hotmail.com,10/5/1973,593756900,Active,Postpaid,tier_1
9GL7EU704W,Hrishita Bains,hrishita_bains@gmail.com,9/1/1978,2329857957,Active,Prepaid,tier_3
NAW05TMETP,Anya Sastry,anya_sastry@yahoo.com,8/11/1968,7171936081,Active,Postpaid,tier_1
RJK5F7XAFL,Yakshit Bassi,yakshit_bassi@yahoo.com,10/15/1993,4081798774,Active,Prepaid,tier_3
MKFN5L089M,Sumer Rajan,sumer_rajan@outlook.com,4/28/1993,6306990650,Active,Prepaid,tier_3
3K471GEE76,Hrishita Goda,hrishita_goda@outlook.com,4/22/1987,9739926798,Active,Prepaid,tier_3
42WLLJOLVZ,Shanaya Manda,shanaya_manda@hotmail.com,9/1/1981,6672046018,Active,Prepaid,tier_3
TF537LO3MF,Ahana  Kibe,ahana.kibe@yahoo.com,4/15/1981,7720975516,Active,Prepaid,tier_3
POKX7MVPH4,Aayush Hegde,aayush_hegde@outlook.com,6/7/1984,193172624,Active,Prepaid,tier_3
4D2LLAUH3P,Tiya Virk,tiya_virk@hotmail.com,1/8/2000,5245398265,Active,Prepaid,tier_3
DFLFN60ZC1,Riaan Chanda,riaan.chanda@hotmail.com,6/25/1991,8739805570,Active,Prepaid,tier_3
G8QCH6IJ9F,Riaan Sengupta,riaan_sengupta@hotmail.com,8/1/1996,9384983028,Active,Prepaid,tier_3
UPUC2MB2FX,Kartik Shenoy,kartik_shenoy@gmail.com,4/24/1979,4634251230,Active,Prepaid,tier_3
UWOVBFJEO7,Prerak Sinha,preraksinha@outlook.com,2/28/1993,4269239593,Active,Prepaid,tier_3
XI89GG8YN3,Shray Kannan,shray_kannan@hotmail.com,12/18/1998,813729669,Active,Prepaid,tier_3
OXRR40ARJN,Emir Dasgupta,emir.dasgupta@outlook.com,8/21/1995,8783717301,Active,Prepaid,tier_3
2FE7XSS98K,Rohan Vaidya,rohan_vaidya@outlook.com,4/20/1990,1029880370,Active,Prepaid,tier_3
O5ELLUQUJC,Darshit Raju,darshit.raju@outlook.com,12/28/1967,2787054071,Suspended,Prepaid,tier_3
QDNTF4Y1WX,Indranil Lad,indranil.lad@yahoo.com,2/11/1978,2162255864,Active,Prepaid,tier_3
A6G3TKLJWA,Jiya Chander,jiya_chander@yahoo.com,8/6/1988,6116299484,Active,Prepaid,tier_3
8OUHV65MHN,Abram Tara,abram_tara@yahoo.com,8/17/1987,5008329543,Active,Prepaid,tier_3
IWZ1Z3F2E9,Nakul Dubey,nakul_dubey@hotmail.com,3/14/1985,3851808084,Active,Prepaid,tier_3
QFP3J31AWU,Sumer Suresh,sumer_suresh@yahoo.com,4/12/1972,9138527337,Active,Prepaid,tier_3
36R638H1C6,Shalv Tank,shalvtank@hotmail.com,2/6/1993,9077700625,Active,Prepaid,tier_3
LUJ6U4H4XN,Sana Loke,sana.loke@gmail.com,4/14/1990,1448247616,Active,Prepaid,tier_3
PLBBR50ZMU,Dishani Bhalla,dishani.bhalla@outlook.com,6/27/1967,6351948963,Active,Prepaid,tier_3
8LP7C3RVF0,Baiju Sachar,baiju.sachar@outlook.com,6/1/1972,5368984018,Active,Prepaid,tier_3
9O1SIK65M8,Gatik Khare,gatik.khare@gmail.com,11/20/1976,2941981020,Active,Prepaid,tier_3
W113LS3Q5K,Armaan Hayer,armaanhayer@outlook.com,12/21/1994,5002940191,Active,Prepaid,tier_3
VQ3RGOEI5Z,Rati Dada,ratidada@hotmail.com,9/4/2002,133917821,Active,Prepaid,tier_3
WM28KQHYTV,Prerak Bansal,prerak_bansal@gmail.com,8/24/2001,76064996,Suspended,Prepaid,tier_3
O7EOMJI1D5,Zara Sur,zara.sur@outlook.com,9/7/1978,4980453897,Active,Prepaid,tier_3
W01DNYIOMP,Eva Doshi,evadoshi@yahoo.com,5/6/1981,3529316146,Active,Prepaid,tier_3
Q1LT2250S0,Reyansh Trivedi,reyanshtrivedi@gmail.com,4/13/1992,8188988446,Active,Prepaid,tier_3
9H5ZYPEJU1,Yakshit Chana,yakshit_chana@gmail.com,4/21/1986,1517300132,Active,Postpaid,tier_2
T6VF77PX46,Krish Bahri,krish.bahri@hotmail.com,5/5/1975,1535247722,Active,Prepaid,tier_3
I06Z56UKJ1,Aarav Sane,aaravsane@hotmail.com,6/10/2001,2698963063,Active,Prepaid,tier_3
NTSP6TZ2I5,Hazel Shetty,hazelshetty@gmail.com,11/18/1997,7677070994,Active,Prepaid,tier_3
805O3XAKEW,Riya Divan,riya.divan@outlook.com,9/10/1984,99446422,Active,Prepaid,tier_3
TWCZZQ3RI1,Diya Shah,diyashah@yahoo.com,11/24/1987,8328871677,Active,Prepaid,tier_3
UEBA2SJ74Y,Shayak Jain,shayak.jain@yahoo.com,7/5/1990,8445139167,Active,Prepaid,tier_3
HDLZB2UPU8,Shalv Bath,shalv.bath@gmail.com,4/23/1970,1032123870,Active,Postpaid,tier_1
PT3R57VJNR,Yasmin Raval,yasmin.raval@gmail.com,6/22/1990,5910053679,Active,Prepaid,tier_3
J3SWY6DKN3,Dhanush Dugal,dhanush_dugal@gmail.com,2/2/1994,2335420519,Suspended,Prepaid,tier_3
8I2IH07SAN,Yashvi Sehgal,yashvisehgal@hotmail.com,6/18/2002,132740068,Active,Postpaid,tier_2
KF5ZRKA0BA,Farhan Ramachandran,farhanramachandran@gmail.com,9/6/1983,1798795879,Active,Prepaid,tier_3
AGIR7CSETN,Jivika Tailor,jivikatailor@hotmail.com,10/26/1974,5323073535,Active,Prepaid,tier_3
UUE29F19QT,Ryan Chaudhry,ryan.chaudhry@gmail.com,9/18/1979,4809958783,Active,Prepaid,tier_3
H96LQYVK56,Manikya Chakraborty,manikya_chakraborty@hotmail.com,7/25/1974,5977930839,Active,Prepaid,tier_3
NOA2URNDM9,Amira Venkataraman,amiravenkataraman@yahoo.com,2/23/1999,5919709159,Active,Prepaid,tier_3
NJUILY2FOQ,Aradhya Kala,aradhyakala@gmail.com,9/25/1997,8741724502,Active,Prepaid,tier_3
RJMH9L2QA5,Umang Bhatnagar,umangbhatnagar@yahoo.com,9/21/1994,5663738147,Active,Prepaid,tier_3
S0XWQUTDP6,Rohan Andra,rohan_andra@outlook.com,2/21/1993,115781834,Active,Postpaid,tier_2
JH08P7WCBY,Jayesh Sekhon,jayeshsekhon@gmail.com,12/12/1984,9693973051,Active,Prepaid,tier_3
4ECV50RM5K,Kiara Doctor,kiara_doctor@gmail.com,6/1/1993,9361200628,Active,Prepaid,tier_3
GNC3NJ7IXE,Krish Barman,krish_barman@outlook.com,4/26/1976,3154452048,Active,Postpaid,tier_1
8UQX1D48GP,Taran Shukla,taran_shukla@yahoo.com,7/8/1998,6090890914,Active,Prepaid,tier_3
APLSQRTWP9,Aarna Shukla,aarna.shukla@gmail.com,8/26/1974,7316205601,Active,Prepaid,tier_3
0M5K21JJ5S,Myra Kurian,myra_kurian@gmail.com,11/7/1980,5703796657,Active,Prepaid,tier_3
K117ZH9O94,Shanaya Chawla,shanaya.chawla@outlook.com,10/23/2001,1188552797,Active,Postpaid,tier_2
4R4GMBNQV3,Kismat Goyal,kismat_goyal@gmail.com,3/8/1970,2833987794,Active,Prepaid,tier_3
IM548SCWEI,Ranbir Dutt,ranbir.dutt@outlook.com,5/26/1990,5324243047,Suspended,Prepaid,tier_3
ZUOQG73G39,Hunar Bhatnagar,hunar.bhatnagar@gmail.com,10/3/1990,9944108370,Active,Prepaid,tier_3
E2GAJSPCTR,Raunak Bedi,raunak_bedi@hotmail.com,11/9/1996,8363681537,Active,Prepaid,tier_3
F4RI2ESKRI,Taran Dyal,taran_dyal@gmail.com,12/11/1970,4686108802,Active,Prepaid,tier_3
Z8KNFQFAKJ,Chirag Tandon,chirag_tandon@gmail.com,11/6/1992,6928074334,Active,Prepaid,tier_3
E1IC1EOBXZ,Zoya Sawhney,zoya.sawhney@hotmail.com,12/3/2004,3119343950,Active,Prepaid,tier_3
9X6IT86SQ7,Bhamini Joshi,bhaminijoshi@outlook.com,3/16/1971,2336543593,Active,Postpaid,tier_1
PLG3JF1GK1,Madhav Gulati,madhav.gulati@hotmail.com,5/6/2001,1922443409,Active,Prepaid,tier_3
PHU7EAC26Q,Aniruddh Gera,aniruddh_gera@hotmail.com,6/9/2000,506981859,Suspended,Postpaid,tier_1
PYI5AK2GM0,Dhruv Sachdeva,dhruv_sachdeva@gmail.com,5/14/1991,6286451971,Active,Prepaid,tier_3
Z63QZZP5H6,Nakul Sahni,nakul_sahni@outlook.com,4/15/1978,7028114633,Active,Postpaid,tier_2
W7YES0G9V9,Akarsh Rana,akarsh.rana@outlook.com,12/12/1980,141934708,Active,Postpaid,tier_1
G30U0F8N5M,Gatik Zachariah,gatik.zachariah@yahoo.com,9/5/1991,6633872216,Active,Prepaid,tier_3
2N3GI01H7K,Baiju Sibal,baiju.sibal@gmail.com,3/7/1994,1142931766,Active,Prepaid,tier_3
3Z5DJTHXJ8,Kiaan Bakshi,kiaan_bakshi@yahoo.com,4/2/1978,576133391,Active,Postpaid,tier_1
UGTL3EIP61,Miraan Chaudhary,miraan_chaudhary@outlook.com,7/18/1994,9889925408,Active,Prepaid,tier_3
ZPSQ38KRB7,Aaryahi Bassi,aaryahibassi@outlook.com,6/11/1978,4353859575,Active,Prepaid,tier_3
2U7LK65HQ5,Darshit Sarma,darshit.sarma@hotmail.com,2/21/1995,3203941960,Active,Prepaid,tier_3
V5Y7M4MVX5,Elakshi Goswami,elakshigoswami@yahoo.com,3/20/1974,8820249382,Active,Prepaid,tier_3
TC1N91HTKM,Indrajit Vala,indrajitvala@outlook.com,1/3/1996,6332252212,Suspended,Prepaid,tier_3
JW56H8ZF48,Samar Choudhry,samar_choudhry@yahoo.com,11/29/1982,3317914900,Active,Prepaid,tier_3
RSQ8977J65,Arnav Bhagat,arnav_bhagat@yahoo.com,6/8/1990,9571621922,Active,Prepaid,tier_3
X6AZ1SJ0RV,Armaan Uppal,armaan.uppal@gmail.com,11/14/1996,7294599056,Active,Postpaid,tier_2
KJSHX9ULI7,Anika Kibe,anika_kibe@outlook.com,11/1/1979,2362613123,Active,Prepaid,tier_3
V84PK4PWQ9,Taimur Saran,taimur_saran@yahoo.com,2/13/1995,7129153082,Active,Postpaid,tier_1
XPSB758DZR,Aradhya Kohli,aradhya.kohli@outlook.com,7/31/1973,7263865452,Active,Prepaid,tier_3
9FP3VQ7J3J,Vihaan Bali,vihaan_bali@outlook.com,6/10/1987,2669800518,Active,Prepaid,tier_3
J3OCTR3DSL,Bhavin Upadhyay,bhavin_upadhyay@gmail.com,5/5/1970,5225808290,Active,Prepaid,tier_3
KT8D9NFG6Z,Kabir Ray,kabir.ray@yahoo.com,1/13/1971,6405088230,Active,Postpaid,tier_1
VASGWVXYSZ,Vivaan Dara,vivaan.dara@hotmail.com,12/16/1978,213484969,Active,Prepaid,tier_3
JPBEWKVVQF,Biju Sehgal,biju_sehgal@gmail.com,12/26/1971,7665873401,Active,Prepaid,tier_3
Q98R56CB1H,Khushi Walla,khushi_walla@yahoo.com,4/10/1996,5211475083,Active,Postpaid,tier_1
18VF06CFLU,Saira Kurian,sairakurian@outlook.com,4/22/1985,2925861277,Active,Prepaid,tier_3
I7YFMDBZFS,Hiran Bhandari,hiran_bhandari@yahoo.com,4/30/1982,4791959110,Active,Prepaid,tier_3
F7F504X0I0,Divit Balasubramanian,divitbalasubramanian@hotmail.com,6/9/1992,242053397,Active,Prepaid,tier_3
XSUS9ZM39H,Mehul Raval,mehul_raval@yahoo.com,2/16/1979,2060980914,Active,Prepaid,tier_3
3RQD76H01J,Misha Bhatt,misha_bhatt@hotmail.com,1/13/1997,1539230835,Active,Prepaid,tier_3
UCFCBPOEO8,Aarav Shenoy,aarav_shenoy@gmail.com,6/8/2004,2187640168,Active,Prepaid,tier_3
XSLPCIUZ7Y,Madhav Khanna,madhavkhanna@outlook.com,12/10/1995,350383638,Active,Prepaid,tier_3
C2PS515S2A,Mahika Kumer,mahikakumer@hotmail.com,1/30/1970,9526201641,Active,Prepaid,tier_3
HB1A6VLY35,Pari Dutta,pari_dutta@hotmail.com,4/1/1966,1948615442,Active,Postpaid,tier_1
A3N65FBDGF,Anahi Lad,anahilad@gmail.com,5/10/1984,4227496994,Active,Postpaid,tier_2
0A9MSCYM4A,Drishya Kumar,drishya_kumar@yahoo.com,6/17/1983,1053242141,Active,Prepaid,tier_3
5ARPBIWEGL,Kavya Arya,kavya.arya@hotmail.com,10/14/1973,4176878237,Active,Prepaid,tier_3
PLE413CEWJ,Stuvan Vyas,stuvan.vyas@yahoo.com,7/15/1985,8258926564,Active,Prepaid,tier_3
Z9ECG2VHX6,Shlok Chahal,shlok_chahal@outlook.com,12/30/1981,7125367774,Active,Prepaid,tier_3
JDRFIPG8T5,Zain Gaba,zain.gaba@yahoo.com,1/1/1976,2854597672,Active,Postpaid,tier_2
E79SFZSZ6N,Aayush Gour,aayush.gour@yahoo.com,4/27/1973,2030747537,Active,Postpaid,tier_2
TI98K1K4HO,Himmat Dora,himmatdora@yahoo.com,5/8/2004,5104004105,Suspended,Prepaid,tier_3
QAFN1NLWLB,Ela Roy,elaroy@yahoo.com,11/4/1978,5059196790,Active,Prepaid,tier_3
GT2J0BPSLG,Priyansh Kanda,priyanshkanda@yahoo.com,10/4/1978,1101291778,Active,Prepaid,tier_3
62RCFBSFPK,Manikya Shah,manikya_shah@gmail.com,11/7/1979,5978445113,Active,Prepaid,tier_3
QWGZC9SR87,Alia Walia,alia.walia@hotmail.com,10/10/1996,764204238,Active,Prepaid,tier_3
PVVXK5XKMM,Zaina Manne,zainamanne@gmail.com,3/22/1966,8206161438,Active,Prepaid,tier_3
7HCOHUT3SL,Riaan Shanker,riaan.shanker@yahoo.com,6/30/1994,1482913605,Active,Prepaid,tier_3
ONO1LYO05Z,Manjari Mahajan,manjari.mahajan@gmail.com,11/1/1980,5168768026,Suspended,Prepaid,tier_3
NYC016YVUJ,Divit Chandran,divitchandran@gmail.com,6/7/2000,9110655759,Active,Prepaid,tier_3
3UY71WEF8U,Ela Srinivasan,elasrinivasan@hotmail.com,1/31/1996,4565997590,Active,Prepaid,tier_3
FUR83ZQ3DB,Abram Dhar,abram_dhar@outlook.com,8/16/1969,535938401,Active,Prepaid,tier_3
MZZU8N9SD2,Zeeshan Varughese,zeeshan.varughese@hotmail.com,4/18/1983,5363023410,Active,Prepaid,tier_3
PFHOL1Y6IH,Aarna Buch,aarna_buch@gmail.com,1/7/2002,4898795439,Active,Prepaid,tier_3
B9Y8VYA9QU,Saksham Bhalla,saksham.bhalla@gmail.com,12/28/1997,4549027810,Active,Prepaid,tier_3
V6YT1XXYVO,Kaira Date,kaira_date@gmail.com,12/2/1967,5364791316,Active,Prepaid,tier_3
6KZJLQAG7E,Shaan Reddy,shaan.reddy@hotmail.com,8/3/1972,2130185351,Active,Prepaid,tier_3
498ZVOAVCT,Neelofar Subramaniam,neelofarsubramaniam@outlook.com,12/12/1992,9778810139,Active,Prepaid,tier_3
B67SC2B6QN,Neysa Sachar,neysa_sachar@yahoo.com,5/24/1971,9204371374,Active,Prepaid,tier_3
HBB5UGQRSH,Shalv Khanna,shalv_khanna@yahoo.com,1/18/2000,1076079734,Active,Prepaid,tier_3
5K1ZO7OJXG,Ryan Randhawa,ryan_randhawa@yahoo.com,8/19/1999,7916114969,Active,Postpaid,tier_2
IT88WXICSA,Armaan Mahajan,armaanmahajan@yahoo.com,6/26/1991,5739729089,Active,Prepaid,tier_3
4TEAMCHSU4,Lavanya Choudhry,lavanyachoudhry@outlook.com,3/10/1994,4217695586,Active,Prepaid,tier_3
E76JP4XQM5,Rhea Shetty,rheashetty@yahoo.com,1/23/1979,5907768534,Active,Prepaid,tier_3
WGFLB2GZVT,Saira Varghese,saira.varghese@hotmail.com,1/15/1974,9242639648,Active,Prepaid,tier_3
